ABBREVIATION,TITLE
ADV. MATH. PHYS.,ADVANCES IN MATHEMATICAL PHYSICS
ADV. MECH.,ADVANCES IN MECHANICS
ADV. MECH. ENG.,ADVANCES IN MECHANICAL ENGINEERING
ADV. MED. DENT. SCI.,ADVANCES IN MEDICAL AND DENTAL SCIENCES
ADV. MED. SCI.,ADVANCES IN MEDICAL SCIENCE
ADV. METEOROL.,ADVANCES IN METEOROLOGY
ADV. MODEL. SIMUL. ENG. SCI.,ADVANCED MODELING AND SIMULATION IN ENGINEERING SCIENCES
ADV. MODELL. ANAL. A,ADVANCES IN MODELLING AND ANALYSIS A
ADV. MODELL. ANAL. B,ADVANCES IN MODELLING AND ANALYSIS B
ADV. MOL. PATHOL.,ADVANCES IN MOLECULAR PATHOLOGY
ADV. MOL. RELAX. INTERACT. PROCESSES,ADVANCES IN MOLECULAR RELAXATION AND INTERACTION PROCESSES
ADV. MULTIMEDIA,ADVANCES IN MULTIMEDIA
ADV. NANO RES.,ADVANCES IN NANO RESEARCH
ADV. NANOBIOMED RES.,ADVANCED NANOBIOMED RESEARCH
ADV. NAT. APPL. SCI.,ADVANCES IN NATURAL AND APPLIED SCIENCE
ADV. NAT. SCI.: NANOSCI. NANOTECHNOL.,ADVANCES IN NATURAL SCIENCES: NANOSCIENCE AND NANOTECHNOLOGY
ADV. NEUROIMMUNE BIOL.,ADVANCES IN NEUROIMMUNE BIOLOGY
ADV. NONLINEAR ANAL.,ADVANCES IN NONLINEAR ANALYSIS
ADV. NONLINEAR STUD.,ADVANCED NONLINEAR STUDIES
ADV. NUMER. ANAL.,ADVANCES IN NUMERICAL ANALYSIS
ADV. NUTR.,ADVANCES IN NUTRITION
ADV. OCEANOGR. LIMNOL.,ADVANCES IN OCEANOGRAPHY AND LIMNOLOGY
ADV. OPER. RES.,ADVANCES IN OPERATIONS RESEARCH
ADV. OPER. THEORY,ADVANCES IN OPERATOR THEORY
ADV. OPT. MATER.,ADVANCED OPTICAL MATERIALS
ADV. OPT. PHOTONICS,ADVANCES IN OPTICS AND PHOTONICS
ADV. OPT. TECHNOL.,ADVANCED OPTICAL TECHNOLOGIES
ADV. OPT. TECHNOL.,ADVANCES IN OPTICAL TECHNOLOGIES
ADV. OPTOELECTRON.,ADVANCES IN OPTOELECTRONICS
ADV. ORG. SYNTH.,ADVANCES IN ORGANIC SYNTHESIS
ADV. ORGANOMET. CHEM.,ADVANCES IN ORGANOMETALLIC CHEMISTRY
ADV. PHOTONICS,ADVANCED PHOTONICS
ADV. PHOTONICS RES.,ADVANCED PHOTONICS RESEARCH
ADV. PHYS.,ADVANCES IN PHYSICS
ADV. PHYS. ORG. CHEM.,ADVANCES IN PHYSICAL ORGANIC CHEMISTRY
ADV. PHYS.: X,ADVANCES IN PHYSICS: X
ADV. POLYM. SCI.,ADVANCES IN POLYMER SCIENCE
ADV. POLYM. TECHNOL.,ADVANCES IN POLYMER TECHNOLOGY
ADV. POWDER TECHNOL.,ADVANCED POWDER TECHNOLOGY
ADV. POWDER. METALL. PART. MATER.,ADVANCES IN POWDER METALLURGY AND PARTICULATE MATERIALS
ADV. POWER ELECTRON.,ADVANCES IN POWER ELECTRONICS
ADV. PROD. ENG. MANAGE.,ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT
ADV. PROTEIN CHEM.,ADVANCES IN PROTEIN CHEMISTRY
ADV. QUANTUM CHEM.,ADVANCES IN QUANTUM CHEMISTRY
ADV. QUANTUM TECHNOL.,ADVANCED QUANTUM TECHNOLOGIES
ADV. RADIAT. ONCOL.,ADVANCES IN RADIATION ONCOLOGY
ADV. RADIO SCI.,ADVANCES IN RADIO SCIENCE
ADV. REDOX RES.,ADVANCES IN REDOX RESEARCH
ADV. REGENER. BIOL.,ADVANCES IN REGENERATIVE BIOLOGY
ADV. ROB.,ADVANCED ROBOTICS
ADV. SCI.,ADVANCED SCIENCE
ADV. SCI. LETT.,ADVANCED SCIENCE LETTERS
ADV. SCI. RES.,ADVANCES IN SCIENCE AND RESEARCH
ADV. SECOND MESSENGER PHOSPHOPROTEIN RES.,ADVANCES IN SECOND MESSENGER AND PHOSPHOPROTEIN RESEARCH
ADV. SIMUL.,ADVANCES IN SIMULATION
ADV. SMALL ANIM. CARE,ADVANCES IN SMALL ANIMAL CARE
ADV. SPACE RES.,ADVANCES IN SPACE RESEARCH
ADV. SPECTROSC.,ADVANCES IN SPECTROSCOPY
ADV. STAT. CLIMATOL. METEOROL. OCEANOGR.,"ADVANCES IN STATISTICAL CLIMATOLOGY, METEOROLOGY AND OCEANOGRAPHY"
ADV. STEEL CONSTR.,ADVANCED STEEL CONSTRUCTION
ADV. STRUCT. CHEM. IMAGING,ADVANCED STRUCTURAL AND CHEMICAL IMAGING
ADV. STRUCT. ENG.,ADVANCES IN STRUCTURAL ENGINEERING
ADV. STUD. THEOR. PHYS.,ADVANCED STUDIES IN THEORETICAL PHYSICS
ADV. SUSTAINABLE SYST.,ADVANCED SUSTAINABLE SYSTEMS
ADV. SYNCHROTRON RADIAT.,ADVANCES IN SYNCHROTRON RADIATION
ADV. SYNTH. CATAL.,ADVANCED SYNTHESIS AND CATALYSIS
ADV. THEOR. MATH. PHYS.,ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS
ADV. THEOR. SIMUL.,ADVANCED THEORY AND SIMULATIONS
ADV. TRANSP. STUD.,ADVANCES IN TRANSPORTATION STUDIES
ADV. TRIBOL.,ADVANCES IN TRIBOLOGY
ADV. VIROL.,ADVANCES IN VIROLOGY
ADV. WATER RESOUR.,ADVANCES IN WATER RESOURCES
ADV. WATER. RES.,ADVANCES IN WATER RESEARCH
ADV. X-RAY ANAL.,ADVANCES IN X-RAY ANALYSIS
ADVERSE DRUG REACT. TOXICOL. REV.,ADVERSE DRUG REACTIONS AND TOXICOLOGICAL REVIEWS
AEOLIAN RES.,AEOLIAN RESEARCH
AEQU. MATH.,AEQUATIONES MATHEMATICAE
AERONAUT. J.,AERONAUTICAL JOURNAL
AERONAUT. Q.,AERONAUTICAL QUARTERLY
AEROSOL AIR QUAL. RES.,AEROSOL AND AIR QUALITY RESEARCH
AEROSOL SCI. ENG.,AEROSOL SCIENCE AND ENGINEERING
AEROSOL SCI. TECHNOL.,AEROSOL SCIENCE AND TECHNOLOGY
AEROSP. MED. HUM. PERFORM.,AEROSPACE MEDICINE AND HUMAN PERFORMANCE
AEROSP. SCI. TECHNOL.,AEROSPACE SCIENCE AND TECHNOLOGY
AEROSP. SYST.,AEROSPACE SYSTEMS
AEU INT. J. ELECTRON. COMMUN.,AEU INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS
AFR. ENTOMOL.,AFRICAN ENTOMOLOGY
AFR. GEOG. REV.,AFRICAN GEOGRAPHICAL REVIEW
AFR. INVERTEBR.,AFRICAN INVERTEBRATES
AFR. J. AQUAT. SCI.,AFRICAN JOURNAL OF AQUATIC SCIENCE
AFR. J. BIOCHEM. RES.,AFRICAN JOURNAL OF BIOCHEMISTRY RESEARCH
AFR. J. ECOL.,AFRICAN JOURNAL OF ECOLOGY
AFR. J. ENG. TECHNOL.,AFRICAN JOURNAL OF ENGINEERING & TECHNOLOGY
AFR. J. ENVIRON. SCI. TECHNOL.,AFRICAN JOURNAL OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY
AFR. J. FOOD AGRIC. NUTR. DEV.,"AFRICAN JOURNAL OF FOOD, AGRICULTURE, NUTRITION AND DEVELOPMENT"
AFR. J. FOOD SCI.,AFRICAN JOURNAL OF FOOD SCIENCE
AFR. J. HERPETOL.,AFRICAN JOURNAL OF HERPETOLOGY
AFR. J. LAB. MED.,AFRICAN JOURNAL OF LABORATORY MEDICINE
AFR. J. MAR. SCI.,AFRICAN JOURNAL OF MARINE SCIENCE
AFR. J. PLANT SCI.,AFRICAN JOURNAL OF PLANT SCIENCE
AFR. J. RANGE FORAGE SCI.,AFRICAN JOURNAL OF RANGE AND FORAGE SCIENCE
AFR. J. RES. MATH. SCI. TECHNOL. EDUC.,"AFRICAN JOURNAL OF RESEARCH IN MATHEMATICS, SCIENCE AND TECHNOLOGY EDUCATION"
AFR. J. SCI. INNOVATION DEV.,"AFRICAN JOURNAL OF SCIENCE, TECHNOLOGY, INNOVATION AND DEVELOPMENT"
AFR. MAT.,AFRIKA MATEMATIKA
AFR. ZOOL.,AFRICAN ZOOLOGY
AGAL RES.,AGAL RESEARCH
AGING CELL,AGING CELL
AGRARFORSCH. SCHWEIZ,AGRARFORSCHUNG SCHWEIZ
AGRIC. AGRIC. SCI. PROCEDIA,AGRICULTURE AND AGRICULTURAL SCIENCE PROCEDIA
AGRIC. ECON.,AGRICULTURAL ECONOMICS
AGRIC. ECOSYST. ENVIRON.,"AGRICULTURE, ECOSYSTEMS & ENVIRONMENT"
AGRIC. ECOSYST. ENVIRON.,AGRICULTURE ECOSYSTEMS AND ENVIRONMENT
AGRIC. ENVIRON.,AGRICULTURE AND ENVIRONMENT
AGRIC. ENVIRON. LETT.,AGRICULTURAL & ENVIRONMENTAL LETTERS
AGRIC. FOOD ECON.,AGRICULTURAL AND FOOD ECONOMICS
AGRIC. FOOD SCI.,AGRICULTURAL AND FOOD SCIENCE
AGRIC. FOOD SECUR.,AGRICULTURE & FOOD SECURITY
AGRIC. FOR. BULL.,AGRICULTURE AND FORESTRY BULLETIN
AGRIC. FOR. ENTOMOL.,AGRICULTURAL AND FOREST ENTOMOLOGY
AGRIC. FOR. METEOROL.,AGRICULTURAL AND FOREST METEOROLOGY
AGRIC. HIST.,AGRICULTURAL HISTORY
AGRIC. HUM. VALUES,AGRICULTURE AND HUMAN VALUES
AGRIC. METEOROL.,AGRICULTURAL METEOROLOGY
AGRIC. NAT. RESOUR.,AGRICULTURE AND NATURAL RESOURCES
AGRIC. RES.,AGRICULTURAL RESEARCH
AGRIC. RESOUR. ECON. REV.,AGRICULTURAL AND RESOURCE ECONOMICS REVIEW
AGRIC. SCI. CHINA,AGRICULTURAL SCIENCES IN CHINA
AGRIC. SYST.,AGRICULTURAL SYSTEMS
AGRIC. WASTES,AGRICULTURAL WASTES
AGRIC. WATER MANAGE.,AGRICULTURAL WATER MANAGEMENT
AGROECOL. SUSTAINABLE FOOD SYST.,AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS
AGROFOR. SYST.,AGROFORESTRY SYSTEMS
AGRON. J.,AGRONOMY JOURNAL
AGRON. SUSTAINABLE DEV.,AGRONOMY FOR SUSTAINABLE DEVELOPMENT
AGROSYST. GEOSCI. ENVIRON.,"AGROSYSTEMS, GEOSCIENCES & ENVIRONMENT"
AGSO J. AUST. GEOL. GEOPHYS.,AGSO JOURNAL OF AUSTRALIAN GEOLOGY AND GEOPHYSICS
AGU ADV.,AGU ADVANCES
AI CIV. ENG.,AI IN CIVIL ENGINEERING
AI COMMUN.,AI COMMUNICATIONS
AI EDAM,AI EDAM
AI ETHICS,AI AND ETHICS
AI OPEN,AI OPEN
AIAA J. AIR TRANSP.,AIAA JOURNAL OF AIR TRANSPORTATION
AICCM BULL.,AICCM BULLETIN
AIMS MATH.,AIMS MATHEMATICS
AIN SHAMS ENG. J.,AIN SHAMS ENGINEERING JOURNAL
AIP ADV.,AIP ADVANCES
AIP CONF. PROC.,AIP CONFERENCE PROCEEDINGS
AIR QUAL. ATMOS. HEALTH,"AIR QUALITY, ATMOSPHERE AND HEALTH"
AIR SOIL WATER RES.,"AIR, SOIL AND WATER RESEARCH"
AIR WATER POLLUT.,AIR AND WATER POLLUTION
AIRCR. DES.,AIRCRAFT DESIGN
AIRCR. ENG.,AIRCRAFT ENGINEERING
AJOB NEUROSCI.,AJOB NEUROSCIENCE
AKCE INT. J. GRAPHS COMB.,AKCE INTERNATIONAL JOURNAL OF GRAPHS AND COMBINATORICS
ALCHE J.,AICHE JOURNAL
ALCHE SYMP. SER.,AICHE SYMPOSIUM SERIES
ALCHERINGA: AUSTRALAS. J. PALAEONTOL.,ALCHERINGA: AN AUSTRALASIAN JOURNAL OF PALAEONTOLOGY
ALCOHOL ALCOHOL.,ALCOHOL AND ALCOHOLISM
ALCOHOL. DRUG ADDICT.,ALCOHOLISM AND DRUG ADDICTION
ALCOHOL.: CLIN. EXP. RES.,ALCOHOLISM: CLINICAL AND EXPERIMENTAL RESEARCH
ALDRICHIMICA ACTA,ALDRICHIMICA ACTA
ALEXANDRIA ENG. J.,ALEXANDRIA ENGINEERING JOURNAL
ALEXANDRIA J. AGRIC. RES.,ALEXANDRIA JOURNAL OF AGRICULTURAL RESEARCH
ALEXANDRIA J. MED.,ALEXANDRIA JOURNAL OF MEDICINE
ALEXANDRIA J. VET. SCI.,ALEXANDRIA JOURNAL OF VETERINARY SCIENCES
ALGAL RES.,ALGAL RESEARCH
ALGEBRA COLLOQ.,ALGEBRA COLLOQUIUM
ALGEBRAIC GEOM.,ALGEBRAIC GEOMETRY
ALGORITHMIC FINANCE,ALGORITHMIC FINANCE
ALGORITHMS MOL. BIOL.,ALGORITHMS FOR MOLECULAR BIOLOGY
ALIMENT. PHARMACOL. THER.,ALIMENTARY PHARMACOLOGY & THERAPEUTICS
ALL LIFE,ALL LIFE
ALLELOPATHY J.,ALLELOPATHY JOURNAL
ALLG. FORST JAGDZTG.,ALLGEMEINE FORST UND JAGDZEITUNG
ALP. BOT.,ALPINE BOTANY
ALP. ENTOMOL.,ALPINE ENTOMOLOGY
ALTERN. LAB. ANIM.,ALTERNATIVES TO LABORATORY ANIMALS
AM. ANTHROPOL.,AMERICAN ANTHROPOLOGIST
AM. ASSOC. PET. GEOL. BULL.,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS BULLETIN
AM. BEE. J.,AMERICAN BEE JOURNAL
AM. BIOL. TEACH.,AMERICAN BIOLOGY TEACHER
AM. CERAM. SOC. BULL.,AMERICAN CERAMIC SOCIETY BULLETIN
AM. CHEM. J.,AMERICAN CHEMICAL JOURNAL
AM. CHRISTMAS TREE J.,AMERICAN CHRISTMAS TREE JOURNAL
AM. ENTOMOL.,AMERICAN ENTOMOLOGIST
AM. FERN J.,AMERICAN FERN JOURNAL
AM. IND. HYG. ASSOC. J.,AMERICAN INDUSTRIAL HYGIENE ASSOCIATION JOURNAL
AM. J. ADDICT.,AMERICAN JOURNAL ON ADDICTIONS
AM. J. AGRIC. ECON.,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS
AM. J. ALTERN. AGRIC.,AMERICAN JOURNAL OF ALTERNATIVE AGRICULTURE
AM. J. ANAT.,AMERICAN JOURNAL OF ANATOMY
AM. J. BIOCHEM. BIOTECHNOL.,AMERICAN JOURNAL OF BIOCHEMISTRY AND BIOTECHNOLOGY
AM. J. BIOETHICS,AMERICAN JOURNAL OF BIOETHICS
AM. J. BOT.,AMERICAN JOURNAL OF BOTANY
AM. J. CLIN. NUTR.,AMERICAN JOURNAL OF CLINICAL NUTRITION
AM. J. CLIN. PATHOL.,AMERICAN JOURNAL OF CLINICAL PATHOLOGY
AM. J. DRUG ALCOHOL ABUSE,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE
AM. J. FOOD TECHNOL.,AMERICAN JOURNAL OF FOOD TECHNOLOGY
AM. J. FORENSIC MED. PATHOL.,AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY
AM. J. HEALTH SYST. PHARM.,AMERICAN JOURNAL OF HEALTH SYSTEM PHARMACY
AM. J. HEALTH-SYST. PHARM.,AMERICAN JOURNAL OF HEALTH SYSTEM PHARMACY
AM. J. HEMATOL.,AMERICAN JOURNAL OF HEMATOLOGY
AM. J. HUM. BIOL.,AMERICAN JOURNAL OF HUMAN BIOLOGY
AM. J. HUM. GENET.,AMERICAN JOURNAL OF HUMAN GENETICS
AM. J. IND. MED.,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE
AM. J. MATH.,AMERICAN JOURNAL OF MATHEMATICS
AM. J. MATH. MANAGE. SCI.,AMERICAN JOURNAL OF MATHEMATICAL AND MANAGEMENT SCIENCES
AM. J. MED. GENET.,AMERICAN JOURNAL OF MEDICAL GENETICS
AM. J. MED. GENET. PART A,AMERICAN JOURNAL OF MEDICAL GENETICS PART A
AM. J. MED. GENET. PART B: NEUROPSYCHIATR. GENET.,AMERICAN JOURNAL OF MEDICAL GENETICS PART B: NEUROPSYCHIATRIC GENETICS
AM. J. MED. GENET. PART C: SEMIN. MED. GENET.,AMERICAN JOURNAL OF MEDICAL GENETICS PART C: SEMINARS IN MEDICAL GENETICS
AM. J. MED. SCI.,AMERICAN JOURNAL OF THE MEDICAL SCIENCES
AM. J. MIN. METALL.,AMERICAN JOURNAL OF MINING AND METALLURGY
AM. J. NEUROPROT. NEUROREGENER.,AMERICAN JOURNAL OF NEUROPROTECTION AND NEUROREGENERATION
AM. J. NUCL. MED. MOL. IMAGING,AMERICAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING
AM. J. PATHOL.,AMERICAN JOURNAL OF PATHOLOGY
AM. J. PHARMACOL. TOXICOL.,AMERICAN JOURNAL OF PHARMACOLOGY AND TOXICOLOGY
AM. J. PHYS.,AMERICAN JOURNAL OF PHYSICS
AM. J. PHYS. ANTHROPOL.,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY
AM. J. PHYTOMED. CLIN. THER.,AMERICAN JOURNAL OF PHYTOMEDICINE AND CLINICAL THERAPEUTICS
AM. J. PLANT SCI.,AMERICAN JOURNAL OF PLANT SCIENCE
AM. J. POTATO RES.,AMERICAN JOURNAL OF POTATO RESEARCH
AM. J. PRIMATOL.,AMERICAN JOURNAL OF PRIMATOLOGY
AM. J. REPROD. IMMUNOL. MICROBIOL.,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY AND MICROBIOLOGY
AM. J. RESPIR. CELL MOL. BIOL.,AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY
AM. J. SCI.,AMERICAN JOURNAL OF SCIENCE
AM. J. SPORTS MED.,AMERICAN JOURNAL OF SPORTS MEDICINE
AM. J. SURG. PATHOL.,AMERICAN JOURNAL OF SURGICAL PATHOLOGY
AM. J. TROP. MED. HYG.,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE
AM. LAB.,AMERICAN LABORATORY
AM. MALACOL. BULL.,AMERICAN MALACOLOGICAL BULLETIN
AM. MATH. MON.,AMERICAN MATHEMATICAL MONTHLY
AM. MIDL. NAT.,AMERICAN MIDLAND NATURALIST
AM. MINERAL.,AMERICAN MINERALOGIST
AM. MUS. NOVIT.,AMERICAN MUSEUM NOVITATES
AM. NAT.,AMERICAN NATURALIST
AM. SCI.,AMERICAN SCIENTIST
AM. STAT.,AMERICAN STATISTICIAN
AM. ZOOL.,AMERICAN ZOOLOGIST
AMBIO,AMBIO: A JOURNAL OF THE HUMAN ENVIRONMENT
AMINO ACIDS,AMINO ACIDS
AMMONIA PLANT SAF. RELAT. FACIL,AMMONIA PLANT SAFETY AND RELATED FACILITIES
AMPHIBIA-REPTILIA,AMPHIBIA-REPTILIA
AN. ASOC. QUIM. ARGENT.,ANALES DE LA ASOCIACION QUIMICA ARGENTINA
AN. QUIM.,ANALES DE QUIMICA
ANAL. APPL.,ANALYSIS AND APPLICATIONS
ANAL. BIOANAL. CHEM.,ANALYTICAL AND BIOANALYTICAL CHEMISTRY
ANAL. BIOANAL.CHEM.,ANALYTICAL AND BIOANALYTICAL CHEMISTRY
ANAL. BIOCHEM.,ANALYTICAL BIOCHEMISTRY
ANAL. CELL. PATHOL.,ANALYTICAL CELLULAR PATHOLOGY
ANAL. CHEM.,ANALYTICAL CHEMISTRY
ANAL. CHEM. INSIGHTS,ANALYTICAL CHEMISTRY INSIGHTS
ANAL. CHEM. LETT.,ANALYTICAL CHEMISTRY LETTERS
ANAL. CHEM. RES.,ANALYTICAL CHEMISTRY RESEARCH
ANAL. CHIM.,ANNALI DI CHIMICA
ANAL. CHIM. ACTA,ANALYTICA CHIMICA ACTA
ANAL. CHIM. ACTA: X,ANALYTICA CHIMICA ACTA: X
ANAL. COMMUN.,ANALYTICAL COMMUNICATIONS
ANAL. LETT.,ANALYTICAL LETTERS
ANAL. LETT.,ANALYTICAL LETTERS
ANAL. MATH. PHYS.,ANALYSIS AND MATHEMATICAL PHYSICS
ANAL. METHODS,ANALYTICAL METHODS
ANAL. METHODS ACCID. RES,ANALYTIC METHODS IN ACCIDENT RESEARCH.
ANAL. PDE,ANALYSIS & PDE
ANAL. PROC.,ANALYTICAL PROCEEDINGS
ANAL. PROC. INCL. ANAL. COMMUN.,ANALYTICAL PROCEEDINGS INCLUDING ANALYTICAL COMMUNICATIONS
ANAL. SCI.,ANALYTICAL SCIENCES
ANAL. SCI. ADV.,ANALYTICAL SCIENCE ADVANCES
ANAL. SENS.,ANALYSIS & SENSING
ANAT. REC.,ANATOMICAL RECORD
ANAT. REC. PART A,"ANATOMICAL RECORD PART A: DISCOVERIES IN MOLECULAR, CELLULAR, AND EVOLUTIONARY BIOLOGY"
ANAT. REC. PART B,ANATOMICAL RECORD PART B: THE ANATOMIST
ANAT. SCI. EDUC.,ANATOMICAL SCIENCES EDUCATION
ANAT. SCI. INT.,ANATOMICAL SCIENCE INTERNATIONAL
ANATOM. HISTOL. EMBRYOL.,"ANATOMIA, HISTOLOGIA, EMBRYOLOGIA"
ANCIENT BIOMOL.,ANCIENT BIOMOLECULES
ANDEAN GEOL.,ANDEAN GEOLOGY
ANGEW. CHEM. INT. ED.,ANGEWANDTE CHEMIE INTERNATIONAL EDITION
ANGEW. MAKROMOL. CHEM.,ANGEWANDTE MAKROMOLEKULARE CHEMIE
ANIM. BEHAV.,ANIMAL BEHAVIOUR
ANIM. BEHAV. MONOGR.,ANIMAL BEHAVIOUR MONOGRAPHS
ANIM. BIODIVERS. CONSERV.,ANIMAL BIODIVERSITY AND CONSERVATION
ANIM. BIOTECHNOL.,ANIMAL BIOTECHNOLOGY
ANIM. BIOTELEM.,ANIMAL BIOTELEMETRY
ANIM. CELLS SYST,ANIMAL CELLS AND SYSTEMS
ANIM. COGNIT.,ANIMAL COGNITION
ANIM. CONSERV.,ANIMAL CONSERVATION
ANIM. FEED SCI. TECHNOL.,ANIMAL FEED SCIENCE AND TECHNOLOGY
ANIM. FRONT.,ANIMAL FRONTIERS
ANIM. GENE,ANIMAL GENE
ANIM. GENET.,ANIMAL GENETICS
ANIM. HEALTH RES. REV.,ANIMAL HEALTH RESEARCH REVIEWS
ANIM. MODELS EXP. MED.,ANIMAL MODELS AND EXPERIMENTAL MEDICINE
ANIM. NUTR.,ANIMAL NUTRITION
ANIM. NUTR. FEED TECHNOL.,ANIMAL NUTRITION AND FEED TECHNOLOGY
ANIM. PROD. SCI.,ANIMAL PRODUCTION SCIENCE
ANIM. REPROD.,ANIMAL REPRODUCTION
ANIM. REPROD. SCI.,ANIMAL REPRODUCTION SCIENCE
ANIM. SCI.,ANIMAL SCIENCE
ANIM. SCI. J.,ANIMAL SCIENCE JOURNAL
ANIM. SCI. PAP. REP.,ANIMAL SCIENCE PAPERS AND REPORTS
ANIM. SCI. TECHNOL.,ANIMAL SCIENCE AND TECHNOLOGY
ANIM. WELFARE,ANIMAL WELFARE
ANN. 3D PRINT. MED.,ANNALS OF 3D PRINTING IN MEDICINE
ANN. 3D PRINT. MED.,ANNALS OF 3D PRINTED MEDICINE
ANN. AGRAR. SCI.,ANNALS OF AGRARIAN SCIENCE
ANN. AGRIC. SCI.,ANNALS OF AGRICULTURAL SCIENCES
ANN. AM. ASSOC. GEOGR.,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS
ANN. ANIM. SCI.,ANNALS OF ANIMAL SCIENCE
ANN. APPL. BIOL.,ANNALS OF APPLIED BIOLOGY
ANN. BIOCHIM. CLIN. QUE.,ANNALES DE BIOCHIMIE CLINQUE DU QUEBEC
ANN. BIOL. CLIN.,ANNALES DE BIOLOGIE CLINIQUE
ANN. BIOL. CLIN. QUE.,ANNALES DE BIOLOGIE CLINIQUE DU QUEBEC
ANN. BIOMED. ENG.,ANNALS OF BIOMEDICAL ENGINEERING
ANN. BOT.,ANNALS OF BOTANY
ANN. BOTAN. FENN.,ANNALES BOTANICI FENNICI
ANN. CARNEGIE MUS.,ANNALS OF CARNEGIE MUSEUM
ANN. CHIM.,ANNALES DE CHIMIE
ANN. CHIM. (ROME),ANNALI DI CHIMICA
ANN. CHIM. ANAL.,ANNALS CHIMIE ANALYTIQUE
ANN. CHIM. ANAL. REV. CHIM. ANAL. REUNIES,ANNALES DE CHIMIE ANALYTIQUE ET REVUE DE CHIMIE ANALYTIQUE REUNIES
ANN. CHIM. SCI. MAT.,ANNALES DE CHIMIE SCIENCE DES MATERIAUX
ANN. CLIN. BIOCHEM.,ANNALS OF CLINICAL BIOCHEMISTRY
ANN. CLIN. TRANSL. NEUROL.,ANNALS OF CLINICAL AND TRANSLATIONAL NEUROLOGY
ANN. COMPOS.,ANNALES DES COMPOSITES
ANN. ENTOMOL. FENN.,ANNALES ENTOMOLOGICI FENNICI
ANN. ENTOMOL. SOC. AM.,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA
ANN. FOR. RES.,ANNALS OF FOREST RESEARCH
ANN. FOR. SCI.,ANNALS OF FOREST SCIENCE
ANN. FUNCT. ANAL.,ANNALS OF FUNCTIONAL ANALYSIS
ANN. GEOFIS.,ANNALI DI GEOFISICA
ANN. GEOPHYS.,ANNALES GEOPHYSICAE
ANN. GIS,ANNALS OF GIS
ANN. GLACIOL.,ANNALS OF GLACIOLOGY
ANN. GLOBAL ANAL. GEOM.,ANNALS OF GLOBAL ANALYSIS AND GEOMETRY
ANN. HEMATOL.,ANNALS OF HEMATOLOGY
ANN. HEPATOL.,ANNALS OF HEPATOLOGY
ANN. HUM. BIOL.,ANNALS OF HUMAN BIOLOGY
ANN. HUM. GENET.,ANNALS OF HUMAN GENETICS
ANN. HYDROGR.,ANNALES HYDROGRAPHIQUES
ANN. ICRP,ANNALS OF THE ICRP
ANN. INST. FOURIER,ANNALES DE LE INSTITUE FOURIER
ANN. INST. HENRI POINCARE,ANNALES DE L'INSTITUTE HENRI POINCARE
ANN. INST. PASTEUR MICROBIOL.,ANNALES DE L'INSTITUT PASTEUR MICROBIOLOGIE
ANN. LIMNOL.,ANNALES DE LIMNOLOGIE
ANN. MAT. PURA APPL.,ANNALI DI MATEMATICA PURA ED APPLICATA
ANN. MATH. ARTIF. INTELL.,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE
ANN. MATH. LOGIC,ANNALS OF MATHEMATICAL LOGIC
ANN. MATH. QUE.,ANNALES MATHEMATIQUES DU QUEBEC
ANN. MICROBIOL.,ANNALS OF MICROBIOLOGY
ANN. MO. BOT. GARD.,ANNALS OF THE MISSOURI BOTANICAL GARDEN
ANN. N. Y. ACAD. SCI.,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES
ANN. NEUROL.,ANNALS OF NEUROLOGY
ANN. NEUROSCI.,ANNALS OF NEUROSCIENCES
ANN. NUCL. ENG.,ANNALS OF NUCLEAR ENGINEERING
ANN. NUCL. SCI. ENG.,ANNALS OF NUCLEAR SCIENCE AND ENGINEERING
ANN. OCCUP. HYG.,ANNALS OF OCCUPATIONAL HYGIENE
ANN. PALEONTOL,ANNALES DE PALEONTOLOGIE
ANN. PHARM.,ANNALEN DER PHARMACIE
ANN. PHARM. FR.,ANNALES PHARMACEUTIQUES FRANCAISES
ANN. PHARMACOTHER.,ANNALS OF PHARMACOTHERAPY
ANN. PHYS.,ANNALS OF PHYSICS
ANN. PHYS.,ANNALEN DER PHYSIK
ANN. PLANT PROT. SCI.,ANNALS OF PLANT PROTECTION SCIENCES
